,Unnamed: 0,id_x,sentiment_idx,text_re,polarity_re,polarity_confidence_re,subjectivity_re,subjectivity_confidence_re,Unnamed: 0.1,Unnamed: 0.1.1,contributors,coordinates,coordinates\coordinates,coordinates\type,created_at,display_text_range,entities\hashtags,entities\media,entities\symbols,entities\urls,entities\user_mentions,extended_entities\media,extended_tweet\display_text_range,extended_tweet\entities\hashtags,extended_tweet\entities\media,extended_tweet\entities\symbols,extended_tweet\entities\urls,extended_tweet\entities\user_mentions,extended_tweet\extended_entities\media,extended_tweet\full_text,favorite_count,favorited,filter_level,geo,geo\coordinates,geo\type,id_y,id_str,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,is_quote_status,lang,matching_rules,place,place\bounding_box\coordinates,place\bounding_box\type,place\country,place\country_code,place\full_name,place\id,place\name,place\place_type,place\url,possibly_sensitive,quote_count,quoted_status\contributors,quoted_status\coordinates,quoted_status\created_at,quoted_status\display_text_range,quoted_status\entities\hashtags,quoted_status\entities\media,quoted_status\entities\symbols,quoted_status\entities\urls,quoted_status\entities\user_mentions,quoted_status\extended_entities\media,quoted_status\extended_tweet\display_text_range,quoted_status\extended_tweet\entities\hashtags,quoted_status\extended_tweet\entities\media,quoted_status\extended_tweet\entities\symbols,quoted_status\extended_tweet\entities\urls,quoted_status\extended_tweet\entities\user_mentions,quoted_status\extended_tweet\extended_entities\media,quoted_status\extended_tweet\full_text,quoted_status\favorite_count,quoted_status\favorited,quoted_status\filter_level,quoted_status\geo,quoted_status\id,quoted_status\id_str,quoted_status\in_reply_to_screen_name,quoted_status\in_reply_to_status_id,quoted_status\in_reply_to_status_id_str,quoted_status\in_reply_to_user_id,quoted_status\in_reply_to_user_id_str,quoted_status\is_quote_status,quoted_status\lang,quoted_status\place,quoted_status\place\bounding_box\coordinates,quoted_status\place\bounding_box\type,quoted_status\place\country,quoted_status\place\country_code,quoted_status\place\full_name,quoted_status\place\id,quoted_status\place\name,quoted_status\place\place_type,quoted_status\place\url,quoted_status\possibly_sensitive,quoted_status\quote_count,quoted_status\quoted_status_id,quoted_status\quoted_status_id_str,quoted_status\reply_count,quoted_status\retweet_count,quoted_status\retweeted,quoted_status\scopes\followers,quoted_status\source,quoted_status\text,quoted_status\truncated,quoted_status\user\contributors_enabled,quoted_status\user\created_at,quoted_status\user\default_profile,quoted_status\user\default_profile_image,quoted_status\user\description,quoted_status\user\favourites_count,quoted_status\user\follow_request_sent,quoted_status\user\followers_count,quoted_status\user\following,quoted_status\user\friends_count,quoted_status\user\geo_enabled,quoted_status\user\id,quoted_status\user\id_str,quoted_status\user\is_translator,quoted_status\user\lang,quoted_status\user\listed_count,quoted_status\user\location,quoted_status\user\name,quoted_status\user\notifications,quoted_status\user\profile_background_color,quoted_status\user\profile_background_image_url,quoted_status\user\profile_background_image_url_https,quoted_status\user\profile_background_tile,quoted_status\user\profile_banner_url,quoted_status\user\profile_image_url,quoted_status\user\profile_image_url_https,quoted_status\user\profile_link_color,quoted_status\user\profile_sidebar_border_color,quoted_status\user\profile_sidebar_fill_color,quoted_status\user\profile_text_color,quoted_status\user\profile_use_background_image,quoted_status\user\protected,quoted_status\user\screen_name,quoted_status\user\statuses_count,quoted_status\user\time_zone,quoted_status\user\translator_type,quoted_status\user\url,quoted_status\user\utc_offset,quoted_status\user\verified,quoted_status_id,quoted_status_id_str,quoted_status_permalink\display,quoted_status_permalink\expanded,quoted_status_permalink\url,reply_count,retweet_count,retweeted,source,text,truncated,user\contributors_enabled,user\created_at,user\default_profile,user\default_profile_image,user\description,user\favourites_count,user\follow_request_sent,user\followers_count,user\following,user\friends_count,user\geo_enabled,user\id,user\id_str,user\is_translator,user\lang,user\listed_count,user\location,user\name,user\notifications,user\profile_background_color,user\profile_background_image_url,user\profile_background_image_url_https,user\profile_background_tile,user\profile_banner_url,user\profile_image_url,user\profile_image_url_https,user\profile_link_color,user\profile_sidebar_border_color,user\profile_sidebar_fill_color,user\profile_text_color,user\profile_use_background_image,user\protected,user\screen_name,user\statuses_count,user\time_zone,user\translator_type,user\url,user\utc_offset,user\verified
504,504,8.74811E+17,602,@smrt_singapore train is not moving at all. stuck between lakeside and boon lay for more than 15mins now.,negative,0.919564366,objective,1,86,0,,,,,Wed Jun 14 02:08:42 +0000 2017,,[],,[],[],"[{'screen_name': 'SMRT_Singapore', 'name': 'SMRT Corporation', 'id': 307781209, 'id_str': '307781209', 'indices': [0, 15]}]",,,,,,,,,,0,FALSE,low,,,,8.74811E+17,8.74811E+17,SMRT_Singapore,,,307781209,307781209,FALSE,en,[{'tag': None}],,"[[[103.605441, 1.166389], [103.605441, 1.435746], [103.801598, 1.435746], [103.801598, 1.166389]]]",Polygon,Singapore,SG,"West Region, Singapore",0b37664066a8962a,West Region,admin,https://api.twitter.com/1.1/geo/id/0b37664066a8962a.json,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,FALSE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@SMRT_Singapore train is not moving at all. Stuck between lakeside and Boon Lay for more than 15mins now.,FALSE,FALSE,Fri May 08 21:07:59 +0000 2009,FALSE,FALSE,avid runner and neo hippie.,61,,175,,132,TRUE,38744751,38744751,FALSE,en,7,Singapore,Austin Cox DVM,,FFF04D,http://abs.twimg.com/images/themes/theme19/bg.gif,https://abs.twimg.com/images/themes/theme19/bg.gif,FALSE,https://pbs.twimg.com/profile_banners/38744751/1408125822,http://pbs.twimg.com/profile_images/773726622482505728/Jp566IYI_normal.jpg,https://pbs.twimg.com/profile_images/773726622482505728/Jp566IYI_normal.jpg,0099CC,FFF8AD,F6FFD1,333333,TRUE,FALSE,Austin Cox DVM,1132,,none,http://www.saurabhgupta01.blogspot.com,,FALSE
505,505,8.74794E+17,603,nice and up beat song. train just died and stopped on the tracks. the announcement says due to… https://t.co/kbulqdqnyu,neutral,0.84821713,objective,0.992552416,87,0,,,"[103.85251659, 1.33593557]",Point,Wed Jun 14 01:00:12 +0000 2017,,[],,[],"[{'url': 'https://t.co/kBUlqDQNyU', 'expanded_url': 'https://www.instagram.com/p/BVTP6jthxrq/', 'display_url': 'instagram.com/p/BVTP6jthxrq/', 'indices': [96, 119]}]",[],,,,,,,,,,0,FALSE,low,,"[1.33593557, 103.85251659]",Point,8.74794E+17,8.74794E+17,,,,,,FALSE,en,[{'tag': None}],,"[[[103.74996, 1.212314], [103.74996, 1.368745], [103.918427, 1.368745], [103.918427, 1.212314]]]",Polygon,Singapore,SG,"Central Region, Singapore",58a4c3a0d54e1400,Central Region,admin,https://api.twitter.com/1.1/geo/id/58a4c3a0d54e1400.json,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,FALSE,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",nice and up beat song. train just died and stopped on the tracks. the announcement says due to… https://t.co/kBUlqDQNyU,FALSE,FALSE,Sun Mar 29 02:22:31 +0000 2009,FALSE,FALSE,this is where i dump all the other things from everywhere else. random. NSFW. not typically where i communicate with people. This is probably a bot.,100,,290,,468,TRUE,27361172,27361172,FALSE,en,19,Singapore,William Scott,,D3E3E6,http://abs.twimg.com/images/themes/theme3/bg.gif,https://abs.twimg.com/images/themes/theme3/bg.gif,FALSE,https://pbs.twimg.com/profile_banners/27361172/1472981807,http://pbs.twimg.com/profile_images/1058237990659534849/yRaOprm6_normal.jpg,https://pbs.twimg.com/profile_images/1058237990659534849/yRaOprm6_normal.jpg,A093B5,4D2F31,5E383A,7B6482,TRUE,FALSE,William Scott,29013,,none,http://www.facebook.com/kairin,,FALSE
506,506,8.71875E+17,604,"took the train 10 mins earlier, smrt no problem loool",negative,0.961975396,subjective,0.840486224,89,0,,,,,Mon Jun 05 23:42:53 +0000 2017,,[],,[],[],[],,,,,,,,,,0,FALSE,low,,,,8.71875E+17,8.71875E+17,,,,,,FALSE,en,[{'tag': None}],,"[[[103.696412, 1.336365], [103.696412, 1.47224], [103.866068, 1.47224], [103.866068, 1.336365]]]",Polygon,Singapore,SG,"North Region, Singapore",14d9532bd696d8cb,North Region,admin,https://api.twitter.com/1.1/geo/id/14d9532bd696d8cb.json,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,FALSE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","took the train 10 mins earlier, smrt no problem loool",FALSE,FALSE,Sat Sep 28 11:55:11 +0000 2013,TRUE,FALSE,¨̮,5456,,455,,375,TRUE,1913970074,1913970074,FALSE,en,2,,Shelly Smith,,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,FALSE,https://pbs.twimg.com/profile_banners/1913970074/1517582255,http://pbs.twimg.com/profile_images/905447042960392192/qY6eKMcw_normal.jpg,https://pbs.twimg.com/profile_images/905447042960392192/qY6eKMcw_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,TRUE,FALSE,Shelly Smith,25565,,none,,,FALSE
507,507,8.70585E+17,605,north south line mrt track having major problem. stuck in the train for very long . very very very long .,negative,0.854834139,objective,0.998572397,91,0,,,,,Fri Jun 02 10:15:50 +0000 2017,,[],,[],[],[],,,,,,,,,,0,FALSE,low,,,,8.70585E+17,8.70585E+17,,,,,,FALSE,en,[{'tag': None}],,"[[[103.696412, 1.336365], [103.696412, 1.47224], [103.866068, 1.47224], [103.866068, 1.336365]]]",Polygon,Singapore,SG,"North Region, Singapore",14d9532bd696d8cb,North Region,admin,https://api.twitter.com/1.1/geo/id/14d9532bd696d8cb.json,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,FALSE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",North south line mrt track having major problem. Stuck in the train for very long . Very very very long .,FALSE,FALSE,Fri Aug 27 09:55:34 +0000 2010,FALSE,FALSE,Contact: evaleelinqiaoxuan@gmail.com,733,,1362,,82,TRUE,183570618,183570618,FALSE,en,20,Singapore,Catherine Shaffer,,9AE4E8,http://abs.twimg.com/images/themes/theme16/bg.gif,https://abs.twimg.com/images/themes/theme16/bg.gif,FALSE,https://pbs.twimg.com/profile_banners/183570618/1464925785,http://pbs.twimg.com/profile_images/923249838837264384/UOK1Dr7O_normal.jpg,https://pbs.twimg.com/profile_images/923249838837264384/UOK1Dr7O_normal.jpg,203,EBEBF0,0ECEF0,0A000A,TRUE,FALSE,Catherine Shaffer,24313,,none,http://www.patreon.com/evaleeqx,,FALSE
508,508,8.70232E+17,606,oh my god my train stopped again oh my god at this rate i break fast in the mrt laughing out loud,negative,0.743595839,subjective,1,92,0,,,,,Thu Jun 01 10:55:42 +0000 2017,,[],,[],[],[],,,,,,,,,,1,FALSE,low,,,,8.70232E+17,8.70232E+17,,,,,,FALSE,en,[{'tag': None}],,"[[[103.696412, 1.336365], [103.696412, 1.47224], [103.866068, 1.47224], [103.866068, 1.336365]]]",Polygon,Singapore,SG,"North Region, Singapore",14d9532bd696d8cb,North Region,admin,https://api.twitter.com/1.1/geo/id/14d9532bd696d8cb.json,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,FALSE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Omg my train stopped again omg at this rate i break fast in the mrt LOL,FALSE,FALSE,Tue Aug 21 13:44:08 +0000 2012,FALSE,FALSE,Suho’s “saviour”in Tempo saved me and iced out both my wrists now i can barely see the time,16344,,1064,,1024,TRUE,771540529,771540529,FALSE,en,29,#hnr #e)(o #AOA,David Harris,,F5C9E6,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,TRUE,https://pbs.twimg.com/profile_banners/771540529/1365945432,http://pbs.twimg.com/profile_images/1061221917795901441/Ugn6BWyv_normal.jpg,https://pbs.twimg.com/profile_images/1061221917795901441/Ugn6BWyv_normal.jpg,CC2D6A,FFFFFF,DDEEF6,333333,TRUE,FALSE,David Harris,231149,,none,http://Instagram.com/nurafiana,,FALSE
509,509,8.70231E+17,607,.train services disrupt at ns line. waiting fir 15 min no train arriving yet https://t.co/xuxq8ew4kz,neutral,0.708340168,objective,0.994857334,93,0,,,,,Thu Jun 01 10:49:22 +0000 2017,"[0, 76]",[],"[{'id': 870230757842706432, 'id_str': '870230757842706432', 'indices': [77, 100], 'media_url': 'http://pbs.twimg.com/media/DBOuQ3nVYAA5CNv.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DBOuQ3nVYAA5CNv.jpg', 'url': 'https://t.co/xuxQ8ew4kZ', 'display_url': 'pic.twitter.com/xuxQ8ew4kZ', 'expanded_url': 'https://twitter.com/tmaungwin2000/status/870230789409062912/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 383, 'h': 680, 'resize': 'fit'}, 'large': {'w': 1152, 'h': 2048, 'resize': 'fit'}, 'medium': {'w': 675, 'h': 1200, 'resize': 'fit'}}}]",[],[],[],"[{'id': 870230757842706432, 'id_str': '870230757842706432', 'indices': [77, 100], 'media_url': 'http://pbs.twimg.com/media/DBOuQ3nVYAA5CNv.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DBOuQ3nVYAA5CNv.jpg', 'url': 'https://t.co/xuxQ8ew4kZ', 'display_url': 'pic.twitter.com/xuxQ8ew4kZ', 'expanded_url': 'https://twitter.com/tmaungwin2000/status/870230789409062912/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 383, 'h': 680, 'resize': 'fit'}, 'large': {'w': 1152, 'h': 2048, 'resize': 'fit'}, 'medium': {'w': 675, 'h': 1200, 'resize': 'fit'}}}]",,,,,,,,,0,FALSE,low,,,,8.70231E+17,8.70231E+17,,,,,,FALSE,en,[{'tag': None}],,"[[[103.605441, 1.166389], [103.605441, 1.435746], [103.801598, 1.435746], [103.801598, 1.166389]]]",Polygon,Singapore,SG,"West Region, Singapore",0b37664066a8962a,West Region,admin,https://api.twitter.com/1.1/geo/id/0b37664066a8962a.json,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,FALSE,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",.Train services disrupt at NS line. Waiting fir 15 min no train arriving yet https://t.co/xuxQ8ew4kZ,FALSE,FALSE,Wed Jun 10 07:28:03 +0000 2009,FALSE,FALSE,,7,,39,,80,TRUE,46060539,46060539,FALSE,en,0,Lion City,Benjamin Anderson,,8B542B,http://abs.twimg.com/images/themes/theme8/bg.gif,https://abs.twimg.com/images/themes/theme8/bg.gif,FALSE,,http://pbs.twimg.com/profile_images/538725844856762368/4QVag7cN_normal.jpeg,https://pbs.twimg.com/profile_images/538725844856762368/4QVag7cN_normal.jpeg,9D582E,D9B17E,EADEAA,333333,TRUE,FALSE,Benjamin Anderson,74,,none,,,FALSE
510,510,8.70229E+17,608,"oh my god im frustrated, light-headed, won't be able to make it back in time home to break fast bcos this train has been stuck at yck fr 20min",negative,0.995470524,subjective,1,94,0,,,,,Thu Jun 01 10:41:06 +0000 2017,,[],,[],[],[],,,,,,,,,,0,FALSE,low,,,,8.70229E+17,8.70229E+17,,,,,,FALSE,en,[{'tag': None}],,"[[[103.817833, 1.334355], [103.817833, 1.432041], [103.931418, 1.432041], [103.931418, 1.334355]]]",Polygon,Singapore,SG,"North-East Region, Singapore",5f1f473ed6455f55,North-East Region,admin,https://api.twitter.com/1.1/geo/id/5f1f473ed6455f55.json,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,FALSE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Omg im frustrated, light-headed, won't be able to make it back in time home to break fast bcos this train has been stuck at yck fr 20min",FALSE,FALSE,Tue Aug 21 13:44:08 +0000 2012,FALSE,FALSE,Suho’s “saviour”in Tempo saved me and iced out both my wrists now i can barely see the time,16344,,1064,,1024,TRUE,771540529,771540529,FALSE,en,29,#hnr #e)(o #AOA,Kristin Lopez,,F5C9E6,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,TRUE,https://pbs.twimg.com/profile_banners/771540529/1365945432,http://pbs.twimg.com/profile_images/1061221917795901441/Ugn6BWyv_normal.jpg,https://pbs.twimg.com/profile_images/1061221917795901441/Ugn6BWyv_normal.jpg,CC2D6A,FFFFFF,DDEEF6,333333,TRUE,FALSE,Kristin Lopez,231149,,none,http://Instagram.com/nurafiana,,FALSE
511,511,8.69393E+17,609,yesterday waited 30+ mins for train to go home. now go school also problem brother. should have taken the bus instead,negative,0.961853623,objective,0.882778873,95,0,,,,,Tue May 30 03:20:05 +0000 2017,,[],,[],[],[],,,,,,,,,,0,FALSE,low,,,,8.69393E+17,8.69393E+17,,,,,,FALSE,en,[{'tag': None}],,"[[[103.605441, 1.166389], [103.605441, 1.435746], [103.801598, 1.435746], [103.801598, 1.166389]]]",Polygon,Singapore,SG,"West Region, Singapore",0b37664066a8962a,West Region,admin,https://api.twitter.com/1.1/geo/id/0b37664066a8962a.json,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,FALSE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Yesterday waited 30+ mins for train to go home. Now go school also problem bruh. Should have taken the bus instead,FALSE,FALSE,Fri Jun 15 08:04:05 +0000 2012,FALSE,FALSE,MLA🐾,7092,,270,,333,TRUE,608891143,608891143,FALSE,en,1,☪ ,Paul Welch,,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,TRUE,https://pbs.twimg.com/profile_banners/608891143/1531625958,http://pbs.twimg.com/profile_images/896733602309840896/QnX-7LGm_normal.jpg,https://pbs.twimg.com/profile_images/896733602309840896/QnX-7LGm_normal.jpg,9999,EEEEEE,EFEFEF,333333,TRUE,FALSE,Paul Welch,32200,,none,,,FALSE
512,512,8.69223E+17,610,okay my train has been stuck between bukit batok and jurong east for over 20mins what the fuck,negative,0.982578278,subjective,0.999427899,96,0,,,,,Mon May 29 16:06:44 +0000 2017,,[],,[],[],[],,,,,,,,,,0,FALSE,low,,,,8.69223E+17,8.69223E+17,,,,,,FALSE,en,[{'tag': None}],,"[[[103.605441, 1.166389], [103.605441, 1.435746], [103.801598, 1.435746], [103.801598, 1.166389]]]",Polygon,Singapore,SG,"West Region, Singapore",0b37664066a8962a,West Region,admin,https://api.twitter.com/1.1/geo/id/0b37664066a8962a.json,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,FALSE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",okay my train has been stuck between bukit batok and jurong east for over 20mins what the fuck,FALSE,FALSE,Thu Jun 11 15:49:46 +0000 2009,FALSE,FALSE,people write songs about girls like me. ✨,882,,227,,220,TRUE,46415860,46415860,FALSE,en,6,elm street,Christopher Kennedy,,FFFFFF,http://abs.twimg.com/images/themes/theme8/bg.gif,https://abs.twimg.com/images/themes/theme8/bg.gif,TRUE,https://pbs.twimg.com/profile_banners/46415860/1540479242,http://pbs.twimg.com/profile_images/858604237952909312/_rpczTlD_normal.jpg,https://pbs.twimg.com/profile_images/858604237952909312/_rpczTlD_normal.jpg,64A36C,FFFFFF,DBBD8A,9C0000,TRUE,FALSE,Christopher Kennedy,28229,,none,http://windowsvista.tumblr.com,,FALSE
513,513,8.61078E+17,613,enjoying the time with smrt passengers. why go out when you get stuck in a train @smrt_singapore,negative,0.978815436,subjective,1,99,0,,,,,Sun May 07 04:39:00 +0000 2017,,[],,[],[],"[{'screen_name': 'SMRT_Singapore', 'name': 'SMRT Corporation', 'id': 307781209, 'id_str': '307781209', 'indices': [81, 96]}]",,,,,,,,,,0,FALSE,low,,,,8.61078E+17,8.61078E+17,,,,,,FALSE,en,[{'tag': None}],,"[[[103.74996, 1.212314], [103.74996, 1.368745], [103.918427, 1.368745], [103.918427, 1.212314]]]",Polygon,Singapore,SG,"Central Region, Singapore",58a4c3a0d54e1400,Central Region,admin,https://api.twitter.com/1.1/geo/id/58a4c3a0d54e1400.json,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,FALSE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Enjoying the time with smrt passengers. Why go out when you get stuck in a train @SMRT_Singapore,FALSE,FALSE,Sun Oct 23 16:38:44 +0000 2011,FALSE,FALSE,Tic for tac,12,,26,,118,TRUE,396684031,396684031,FALSE,en,0,Singapore,Joseph Cunningham MD,,0,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,FALSE,https://pbs.twimg.com/profile_banners/396684031/1480732393,http://pbs.twimg.com/profile_images/804875797668335616/-KIJQRcx_normal.jpg,https://pbs.twimg.com/profile_images/804875797668335616/-KIJQRcx_normal.jpg,0,0,0,0,FALSE,FALSE,Joseph Cunningham MD,157,,none,,,FALSE
514,514,8.58705E+17,614,fucking n/s train is stuck on the tracks,negative,0.948346436,objective,0.715131438,100,0,,,,,Sun Apr 30 15:31:25 +0000 2017,,[],,[],[],[],,,,,,,,,,0,FALSE,low,,,,8.58705E+17,8.58705E+17,,,,,,FALSE,en,[{'tag': None}],,"[[[103.605441, 1.166389], [103.605441, 1.435746], [103.801598, 1.435746], [103.801598, 1.166389]]]",Polygon,Singapore,SG,"West Region, Singapore",0b37664066a8962a,West Region,admin,https://api.twitter.com/1.1/geo/id/0b37664066a8962a.json,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,FALSE,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FUCKING N/S TRAIN IS STUCK ON THE TRACKS,FALSE,FALSE,Sun May 08 10:28:04 +0000 2011,FALSE,FALSE,Full time animal lover. Gaymer by character. Firm believer in mermaids and unicorns. Worshipper of Jean Grey,11548,,645,,977,TRUE,295088795,295088795,FALSE,en,18,Singapore,Michael Foster,,0,http://abs.twimg.com/images/themes/theme13/bg.gif,https://abs.twimg.com/images/themes/theme13/bg.gif,FALSE,https://pbs.twimg.com/profile_banners/295088795/1483718485,http://pbs.twimg.com/profile_images/1050442709045932032/6mQf4pr3_normal.jpg,https://pbs.twimg.com/profile_images/1050442709045932032/6mQf4pr3_normal.jpg,3B94D9,FFFFFF,0,0,FALSE,FALSE,Michael Foster,49496,,none,https://adventuring101blog.wordpress.com/,,FALSE
515,515,8.5503E+17,615,oooooo. first time on an lrt that has stopped because the train car ahead has an is- oh we’re moving again. okay.,negative,0.520832181,subjective,1,101,0,,,,,Thu Apr 20 12:06:29 +0000 2017,,[],,[],[],[],,,,,,,,,,1,FALSE,low,,,,8.5503E+17,8.5503E+17,,,,,,FALSE,en,[{'tag': None}],,"[[[103.817833, 1.334355], [103.817833, 1.432041], [103.931418, 1.432041], [103.931418, 1.334355]]]",Polygon,Singapore,SG,"North-East Region, Singapore",5f1f473ed6455f55,North-East Region,admin,https://api.twitter.com/1.1/geo/id/5f1f473ed6455f55.json,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,FALSE,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>",Oooooo. First time on an LRT that has stopped because the train car ahead has an is- oh we’re moving again. Okay.,FALSE,FALSE,Mon Mar 24 13:42:14 +0000 2008,FALSE,FALSE,"Chief Equine Officer of @SGFurs. I manage buildings, and I manage people. SFW.  🐴 ❤️ 🦁",43114,,719,,729,TRUE,14207367,14207367,FALSE,en,19,Singapore,Kyle Williams,,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,TRUE,https://pbs.twimg.com/profile_banners/14207367/1513164798,http://pbs.twimg.com/profile_images/1067649948609523712/HwDcZpmI_normal.jpg,https://pbs.twimg.com/profile_images/1067649948609523712/HwDcZpmI_normal.jpg,0,0,EFEFEF,333333,TRUE,FALSE,Kyle Williams,32850,,none,http://vimeo.com/Hollud,,FALSE
516,516,8.54284E+17,616,yay the rain's stopped won't have to train in the drizzle :hugging_face:,positive,0.859328568,subjective,0.999985358,102,0,,,,,Tue Apr 18 10:42:54 +0000 2017,,[],,[],[],[],,,,,,,,,,0,FALSE,low,,,,8.54284E+17,8.54284E+17,,,,,,FALSE,en,[{'tag': None}],,"[[[103.74996, 1.212314], [103.74996, 1.368745], [103.918427, 1.368745], [103.918427, 1.212314]]]",Polygon,Singapore,SG,"Central Region, Singapore",58a4c3a0d54e1400,Central Region,admin,https://api.twitter.com/1.1/geo/id/58a4c3a0d54e1400.json,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,FALSE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Yay the rain's stopped won't have to train in the drizzle 🤗,FALSE,FALSE,Wed Dec 30 03:02:19 +0000 2009,TRUE,FALSE,豚のように食ってな 🐷,4791,,455,,339,TRUE,100386596,100386596,FALSE,en,6,夢,Herbert Simmons,,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,FALSE,https://pbs.twimg.com/profile_banners/100386596/1525566629,http://pbs.twimg.com/profile_images/1074847645162586112/H60FKwZ-_normal.jpg,https://pbs.twimg.com/profile_images/1074847645162586112/H60FKwZ-_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,TRUE,FALSE,Herbert Simmons,26951,,none,,,FALSE
